"","MolecularWeight","XLogP","HydrogenBondDonorCount","HydrogenBondAcceptorCount","PolarSurfaceArea","FormalCharge","NumRings","RotatableBondCount","Refractivity","XLogP","Ro5","Ghose","Veber","Blood","Skin","Brain","Testis","AdiposeTissue","Muscle","Nerve","BloodVessel","Heart","Lung","Esophagus","Kidney","Thyroid","Pituitary","Uterus","Pancreas","Vagina","Stomach","AdrenalGland","Colon","Prostate","Spleen","Liver","FallopianTube","Ovary","Breast","Bladder","CervixUteri","SmallIntestine","SalivaryGland","lossFreq","maxBtwn","maxDegree","nTargets","wQED","response"
"Triazolam",342.043901818,2.8921,0,3,43.07,0,4,1,103.6838,0.0183,0,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.561151079136691,93335.0377589151,584,20,0.317,0
"Didanosine",236.09094027,-0.351636408333334,2,6,88.74,0,3,2,58.5938,6.58,0,0,1,10,5.09368300437928,2.08123898506165,1.95297884941101,6.61434888839722,0.496573030948639,3.10679924488067,2.98434996604919,1.80962526798248,7.61990737915039,4.15956878662109,10,3.73649644851684,4.00388503074646,2.70188164710998,2.14441442489624,9.08380222320556,8.01498317718506,3.21011817455291,8.9662823677063,2.33645045757294,8.90500545501709,5.12715220451355,4.7960810661316,0.758812189102173,5.14549732208252,3.69979238510132,2.04140305519104,7.88188600540161,5.53874015808105,0.477664399092971,1850.14268872294,18,1,0.407,0
"Methdilazine",296.13471934,3.93674624233333,0,2,6.48,0,4,2,91.6363,0.0147,0,0,0,0.0157156065106392,3.65049242973328,0.821691572666168,0.468008607625962,2.63411927223206,0.206760287284851,4.43989658355713,3.86096787452698,0.277704060077667,1.86660015583038,1.18233644962311,0.49661885201931,0.802930653095245,0.22136789560318,1.70613306760788,0.12506876885891,2.75089883804321,0.407100766897202,0.269276529550552,2.13817012310028,1.1683464050293,0.453772112727165,0.050176028162241,2.2411761879921,1.7072057723999,2.0948315858841,2.01886439323425,2.54742860794067,1.58886682987213,0.826448142528534,0.392156862745098,0,0,1,0.465,0
"Ethacrynic acid",302.011264286,3.65570689133333,1,4,63.6,0,1,6,72.224,0.0194,0,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.495283018867925,55774.7557586301,602,2,0.435,0
"Ondansetron",293.152812245,2.34996517033333,0,2,39.82,0,4,2,86.7795,0.248,0,0,0,0.022261917591095,0.511459812521935,0.596027672290802,1.15192675590515,0.261191576719284,0.0202675424516201,0.224076449871064,6.09465980529785,0.0797525271773338,0.256452918052673,0.326801985502243,0.133022243157029,0.145427577197552,0.429854243993759,0.281890735030174,0.551884293556213,0.269901871681213,0.707660377025604,0.098400104790926,0.879702925682067,0.21019135415554,0.30900226533413,0.00866546016186476,0.333720132708549,0.112887591123581,0.199762746691704,0.867104232311249,0.230847701430321,1.21235179901123,1.63372898101807,0.671052631578947,29748.1104816449,32,5,0.272,0
"Tiagabine",375.132670429,2.60144847154099,1,3,40.54,0,3,6,115.3171,0.0211,0,0,1,0.0205670520663261,0.145796194672585,10,4.40508103370667,0.937034130096436,0.429010182619095,3.72349226474762,2.15949773788452,1.14174211025238,1.16771233081818,0.962867259979248,0.630079597234726,0.473269119858742,1.5499097108841,1.2284864783287,0.132290840148926,1.65301138162613,0.267305791378021,0.175983063876629,0.426148533821106,1.21854394674302,0.341364622116089,10,0.546001374721527,1.07064604759216,0.704302251338959,0.658194839954376,1.33890414237976,0.554919183254242,0.283520996570587,0.4,0,2,2,0.435,0
"Quinidine",324.183778022,2.51346395066667,1,4,45.59,0,4,4,94.6936,0.334,0,0,1,2.27225875854492,8.15120267868043,10,10,2.27468395233154,0.322331607341766,2.19177842140197,4.72341680526733,10,6.6779990196228,4.75723791122437,3.60804617404938,2.57853960990906,10,10,5.5868034362793,10,6.06713008880615,1.46064674854278,8.44336318969727,6.67465567588806,10,2.21224081516266,8.04956650733947,5.24440002441406,2.61269557476044,8.73933410644531,10,4.83460807800293,10,0.503875968992248,48947.9770023894,28,2,0.435,0
"Amantadine",151.136099549,1.46594754833333,1,1,26.02,0,3,0,45.5356,0.0846,0,1,0,0.0799624919891357,0.0798423551023006,0.828758955001831,0.774569302797317,0.0968896821141243,0.120648145675659,1.24304395914078,0.097507044672966,0.115082539618015,0.115674085915089,0.107775330543518,0.0633672382682562,0.118163205683231,10,0.304680526256561,0.0564134083688259,0.258125238120556,0.0729381516575813,0.0749126523733139,0.193283975124359,0.390641883015633,0.294659450650215,0.09774199873209,0.249922402203083,0.114592835307121,0.688240379095078,0.0978302210569382,0.19167523086071,0.176275283098221,6.04128122329712,0.405660377358491,39011.4658066726,40,2,0.435,0
"Dinoprostone",352.224974134,3.225270137,3,5,94.83,0,1,12,99.4351,0.044,0,0,1,10,2.18024599552154,0.316896975040436,2.36160266399384,10,0.625134348869324,3.5230530500412,5.61226892471313,1.51276993751526,8.15905952453613,1.59959125518799,10,2.16838729381562,1.26909333467483,10,8.36246871948242,1.76750004291535,6.87818813323975,2.70839583873749,8.98201656341553,6.80690908432007,8.77653646469116,0.422718331217765,5.19301223754883,5.15614175796509,5.98881554603576,3.6923975944519,10,7.91445446014404,2.7560408115387,0.481481481481481,33454,8,2,0.435,0
"Ketotifen",309.118734925,3.347869323,0,2,20.31,0,4,0,101.734,0.00787,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.625,40991.8515994991,570,2,0.435,0
"Cyclobenzaprine",275.167399677,4.61301325833333,0,1,3.24,0,3,3,102.6238,0.00689,0,0,0,0,0.0784394182264805,1.05421543121338,0.650991708040237,0.164166629314423,0.0391926467418671,0.0828954093158245,1.69810593128204,0.0172959826886654,0.0887175500392914,0.0842443034052849,0.0170288048684597,0.0667727291584015,0.103331636637449,0.262494593858719,0.00796360336244106,0.477318853139877,0.0625185966491699,0.0298560066148639,0.095040250569582,0.0890441946685314,0.00822962634265423,0.0374490376561881,0.394031301140785,0.0485092364251614,0.199056945741176,0.10579676926136,0.280257523059845,0.159295052289963,0.0416579209268093,0.283185840707965,13349.0526553758,30,1,0.478,1
"Phenoxybenzamine",303.138992038,4.63975705866667,0,2,12.47,0,2,8,88.915,0.0103,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.55625,1274114.41087933,614,6,0.324,1
"Famotidine",337.044934829,-1.95009047023813,4,8,175.83,0,1,6,80.462,0.271,0,1,1,10,0.0450383629649878,0.325259745121002,0.221022315323353,0.776055335998535,0.044881884008646,0.470182955265045,0.745898246765137,1.8218446969986,1.01873791217804,0.155532941222191,0.202703103423119,0.253450952470303,0.126850128173828,0.244452260434627,0.052632562816143,0.20848797261715,2.40590453147888,0.153050556778908,0.10348879173398,0.439286395907402,1.39695554971695,0.0594232957810163,0.489713564515114,0.104441940784454,0.39355780184269,0.275490283966064,0.366007030010223,0.198955088853836,0.174687117338181,0.314285714285714,0,2,1,0.687,0
"Misoprostol",382.271924326,3.857755058,2,4,83.83,0,1,14,107.8798,0.0164,0,0,1,10,2.18024599552154,0.316896975040436,2.36160266399384,10,0.625134348869324,3.5230530500412,5.61226892471313,1.51276993751526,8.15905952453613,1.59959125518799,10,2.16838729381562,0.751454651355744,10,8.36246871948242,1.76750004291535,6.87818813323975,2.70839583873749,8.98201656341553,6.80690908432007,8.77653646469116,0.422718331217765,5.19301223754883,5.15614175796509,5.98881554603576,3.6923975944519,10,7.91445446014404,2.7560408115387,0.481481481481481,11150,6,3,0.729,1
"Mesoridazine",386.148654844,3.574503406,0,3,23.55,0,4,4,115.1253,0.0767,0,0,0,0.00785051845014095,0.0784394182264805,1.05421543121338,0.774569302797317,0.164166629314423,0.120648145675659,1.24304395914078,1.69810593128204,0.0174489971250296,0.0887175500392914,0.107775330543518,0.0459560137242079,0.0667727291584015,10,0.304680526256561,0.0430054441094398,0.477318853139877,0.0625185966491699,0.0567827615886927,0.101115141063928,0.390641883015633,0.0131596415303648,0.0374490376561881,0.394031301140785,0.0762749090790749,0.688240379095078,0.10579676926136,0.280257523059845,0.159295052289963,6.04128122329712,0.394230769230769,39011.4658066726,40,2,0.467,0
"Maprotiline",277.183049741,4.37210477433333,1,1,12.03,0,4,4,99.3017,0.00015,0,0,0,0.0617754906415939,3.65049242973328,8.41285133361816,5.9803876876831,2.63411927223206,0.206760287284851,4.43989658355713,3.86096787452698,6.764817237854,1.86660015583038,1.18233644962311,0.49661885201931,0.802930653095245,1.1467337012291,1.70613306760788,0.493829697370529,2.75089883804321,0.513489544391632,0.269276529550552,3.63066029548645,10,4.86990714073181,7.43222904205322,2.2411761879921,1.7072057723999,2.0948315858841,4.94029569625854,2.54742860794067,2.16558861732483,4.81108999252319,0.495495495495495,23664.9424901665,22,8,0.216,0
"Oxymetazoline",260.1888634,3.0323152052087,2,3,44.62,0,2,3,79.7985,0.0515,0,0,1,0.0623733922839165,2.74101376533508,1.22963869571686,5.41671943664551,10,0.255605459213257,8.15998554229737,2.60216164588928,1.22844254970551,2.23934173583984,1.23677492141724,1.25160771608353,6.01798009872437,1.04881238937378,4.60031342506409,10,10,0.913578510284424,0.997452557086945,5.04452586174011,4.62803292274475,9.75853061676024,7.43222904205322,2.9419002532959,10,10,5.55162382125854,10,4.16848421096802,5.42255020141602,0.516666666666667,2815.51799259056,20,2,0.13,0
"Salicylic acid",138.031694058,1.97726340233333,2,3,57.53,0,1,1,35.2951,11.3,0,1,1,6.10240507125854,10,1.3214944601059,2.78151738643646,10,3.53523445129395,8.69145011901855,5.56598520278931,3.04985332489014,7.62326622009277,10,7.13095808029175,8.16741704940796,3.13609921932221,1.95850628614425,1.47846066951752,6.83462476730347,10,1.34821289777756,10,6.8059606552124,5.68096804618835,10,7.06550884246827,1.87132167816162,8.04701471328736,10,3.34028601646423,10,10,0.655172413793103,8170.88863179302,30,2,0.435,0
"Salmeterol",415.272258677,3.61469620672299,4,5,81.95,0,2,16,122.3904,0.00226,0,0,1,2.3621232509613,5.37609219551086,0.941243946552277,0.346510902047158,10,2.87335348129272,3.39462804794312,1.30953574180603,2.78101205825806,10,4.53918027877808,0.481972917914391,1.2767823934555,0.250214859843254,1.98963850736618,0.371416389942169,8.28708910942077,2.47661280632019,0.441770941019058,1.40235507488251,4.42011737823487,6.51806712150574,2.61873698234558,2.31984293460846,0.295605152845383,10,2.25121188163757,3.50074148178101,2.7354109287262,5.83173942565918,0.359649122807018,89139.8620532447,74,1,0.686,1
"Meclofenamic acid",295.016684015,6.09226524133333,2,3,49.33,0,2,3,76.4512,0.00366,1,1,1,10,10,10,6.47529578208924,7.72609758377075,0.62030953168869,7.75622510910034,3.61698484420776,2.01611304283142,10,10,3.61831974983215,2.60558199882507,8.71448040008545,3.46431756019592,7.97367811203003,6.83462476730347,10,4.29469752311707,10,8.39187526702881,10,1.98795586824417,7.06550884246827,1.39918673038483,8.60732889175415,10,4.35674428939819,10,8.45758247375488,0.470588235294118,23283.5032271073,30,5,0.173,0
"Methantheline",340.191268703,-0.469356405471745,0,1,35.53,1,3,7,110.4169,0.000132,0,1,0,10,0.561547219753265,8.41285133361816,0.221022315323353,0.776055335998535,0.044881884008646,0.470182955265045,0.745898246765137,1.8218446969986,1.19683969020844,0.155532941222191,0.202703103423119,0.253450952470303,0.126850128173828,0.244452260434627,0.0675575360655785,0.20848797261715,2.40590453147888,0.153050556778908,0.334567934274673,10,1.39695554971695,0.0594232957810163,0.489713564515114,0.104441940784454,0.690105140209198,0.275490283966064,0.366007030010223,0.221445232629776,4.81108999252319,0.314285714285714,1128.50469871051,12,2,0.435,0
"Hexafluronium",532.381749546,-0.284013803610158,0,0,0,2,6,9,184.4936,0.0567,1,1,0,0.010091096162796,1.06814074516296,2.4741895198822,0.911933928728103,0.614776730537415,0.208384901285172,0.389408782124519,0.333128482103348,0.735573649406433,3.62605237960815,5.88380718231201,0.371955737471581,0.658590734004975,0.399170368909835,6.59900760650634,0.193198204040527,1.76438909769058,0.452172249555588,0.686827510595321,4.31208348274231,0.398547530174255,1.58902990818024,10,10,0.165741965174675,1.12423181533813,1.97034335136414,6.33323574066162,1.89317297935486,0.207075193524361,0.565445026178011,0,2,1,0.435,0
"Cycrimine",287.224914555,3.78811682866667,1,2,23.47,0,3,5,88.6042,0.00909,0,0,0,0,0.561547219753265,8.41285133361816,0.0963165275752545,0.0114965038374066,0,0.0246242005378008,0.0101203778758645,0.0262791067361832,1.19683969020844,0.0705680549144745,0.0680238790810108,0.0898524150252343,0.0162417013198137,0.0418682117015124,0.0675575360655785,0.0146994525566697,0.323356717824936,0.033154683187604,0.334567934274673,10,0,0,0.06063487008214,0.00744293490424752,0.690105140209198,0.0265203285962343,0.0791551098227501,0.221445232629776,4.81108999252319,0.477664399092971,1128.50469871051,12,1,0.121,0
"Demecarium",556.398856172,-1.41875532094349,0,2,59.08,2,2,17,185.7106,1.69e-05,1,1,1,0.732271254062653,1.06814074516296,10,3.6162074804306,0.614776730537415,7.81992101669312,0.389408782124519,0.333128482103348,0.735573649406433,3.62605237960815,5.88380718231201,1.86537915468216,0.766010880470276,5.35457396507263,6.59900760650634,1.13494598865509,1.76438909769058,0.504009544849396,0.686827510595321,4.31208348274231,4.21928811073303,2.05280709266663,10,10,2.20132446289062,1.12423181533813,1.97034335136414,6.33323574066162,4.15642833709717,3.47396659851074,0.565445026178011,51784.0228675716,20,2,0.788,0
"Acetylsalicylic acid",180.042258744,1.23808969833333,1,3,63.6,0,1,3,44.4466,1.46,0,0,1,6.10240507125854,10,1.3214944601059,2.78151738643646,10,3.53523445129395,8.69145011901855,5.56598520278931,3.04985332489014,7.62326622009277,10,7.13095808029175,8.16741704940796,3.13609921932221,1.95850628614425,1.47846066951752,6.83462476730347,10,1.34821289777756,10,6.8059606552124,5.68096804618835,10,7.06550884246827,1.87132167816162,8.04701471328736,10,3.34028601646423,10,10,0.655172413793103,8170.88863179302,30,3,0.435,0
"Phenprocoumon",280.109944378,3.73532360466667,1,2,46.53,0,3,3,81.6436,0.0486,0,0,1,0.238178446888924,0.536906898021698,0.275855094194412,0.318254053592682,0.326446503400803,0.067416213452816,0.452121585607529,0.50591629743576,0.140974327921867,0.435193181037903,0.250698000192642,0.357962995767593,0.315011754631996,0.537360429763794,0.389929056167603,0.391856014728546,0.355813235044479,0.293412387371063,0.285009190440177,0.29072792828083,0.282972574234008,0.368950992822647,0.988317042589187,0.426424518227577,0.430045932531357,0.356780618429184,0.478249341249466,0.500221908092499,0.492640465497971,0.357383668422699,0.509803921568627,0,0,1,0.42,0
"Felbamate",238.095356946,0.679567943666666,2,2,104.64,0,1,7,59.5868,0.742,0,0,1,0.0799624919891357,0.0798423551023006,2.14934992790222,0.897168219089508,0.0968896821141243,0.037200391292572,0.212243564426899,0.097507044672966,0.397306680679321,0.115674085915089,0.106603913009167,0.0633672382682562,0.118163205683231,0.0613096505403519,0.134486280381679,0.0564134083688259,0.153300903737545,0.124585062265396,0.0749126523733139,0.193283975124359,0.19747256487608,0.294659450650215,0.09774199873209,0.14131398871541,0.114592835307121,0.132899232208729,0.0978302210569382,0.176632389426231,0.176275283098221,0.132763653993607,0.405660377358491,72225.0238421342,90,3,0.276,0
"Fexofenadine",501.287908741,2.93850098699916,3,5,81,0,4,10,147.9846,0.00266,1,1,1,0.0157156065106392,3.65049242973328,0.821691572666168,0.468008607625962,2.63411927223206,0.206760287284851,4.43989658355713,3.86096787452698,0.277704060077667,1.86660015583038,1.18233644962311,0.49661885201931,0.802930653095245,0.22136789560318,1.70613306760788,0.12506876885891,2.75089883804321,0.407100766897202,0.269276529550552,2.13817012310028,1.1683464050293,0.453772112727165,0.050176028162241,2.2411761879921,1.7072057723999,2.0948315858841,2.01886439323425,2.54742860794067,1.58886682987213,0.826448142528534,0.392156862745098,0,0,1,0.636,0
"Rizatriptan",269.164045633,1.76787931433333,1,3,49.74,0,3,5,93.1323,0.338,0,0,1,0,0.511459812521935,0.596027672290802,0.67010110616684,0.398438602685928,0.0652419626712799,0.224076449871064,6.09465980529785,0.0502208545804024,0.256452918052673,0.326801985502243,0.133022243157029,0.189550071954728,0.293837234377861,0.281890735030174,0.0462270714342594,0.269901871681213,0.707660377025604,0.0529886819422246,0.0822852700948715,0.21019135415554,0.104586027562619,0.00565240206196905,0.333720132708549,0.112887591123581,0.259599834680557,0.867104232311249,0.230847701430321,2.46485829353333,0.0291146486997604,0.51063829787234,979.216883880969,8,2,0.435,0
"Norgestimate",369.230393863,4.11240179866667,1,3,58.89,0,4,3,104.9987,0.00531,0,0,1,0.0589043572545052,0.226209901273251,0.187308579683304,1.19839429855347,0.941250026226044,0.241446048021317,0.752880543470382,4.11264705657959,1.34932768344879,0.831195831298828,0.698457598686218,0.335101813077927,0.930546700954437,2.72337627410889,10,0.155825898051262,10,0.268548220396042,0.940205961465836,0.659664809703827,2.13158082962036,0.633367896080017,1.93741488456726,10,6.27317428588867,2.84843933582306,1.470778465271,10,0.310325801372528,0.372481614351273,0.591111111111111,1307522.3643883,656,2,0.644,0
"Methylprednisolone",374.20932407,1.56000902066667,3,5,94.83,0,4,2,103.0419,0.109,0,0,1,6.51916551589966,9.52912759780884,5.49671363830566,4.09500026702881,10,10,10,9.42045974731445,4.36838817596436,9.54195880889893,6.61841154098511,2.70279932022095,8.64496231079102,8.87772512435913,6.92344951629638,2.97645568847656,7.94568109512329,4.70953559875488,3.02599465847015,3.70062863826751,6.54469776153564,5.59508466720581,4.75985527038574,6.58644819259644,5.09590721130371,10,6.73441171646118,7.2821159362793,5.53861808776855,5.74537658691406,0.350282485875706,256392.74781158,268,1,0.312,0
"Pindolol",248.152477894,1.69298116566667,3,3,57.28,0,2,6,71.462,0.861,0,0,1,2.3621232509613,5.37609219551086,2.66193819046021,0.67010110616684,10,2.87335348129272,3.39462804794312,6.09465980529785,9.2832317352295,10,4.53918027877808,0.481972917914391,1.2767823934555,0.250214859843254,1.98963850736618,0.385957449674606,8.28708910942077,2.47661280632019,0.441770941019058,1.40235507488251,4.42011737823487,6.51806712150574,2.61873698234558,2.31984293460846,0.295605152845383,10,2.25121188163757,3.50074148178101,2.7354109287262,5.83173942565918,0.457627118644068,89139.8620532447,74,4,0.374,0
"Mepivacaine",246.173213336,3.19161986966667,1,2,32.34,0,2,2,76.3197,0.621,0,0,0,0,0,0,0.190577067434788,0,0,0,0.00781925674527884,0.0464892722666264,0,0,0,0,0,0,0,0,0,0,0,0,0.00720545346848667,0,0,0,0,0,0.00981784239411354,0,0,0.544354838709677,311.923861315267,4,1,0.133,1
"Bromfenac",333.000055902,3.660173814,2,4,80.39,0,2,4,80.2643,0.0126,0,0,1,6.10240507125854,10,0.820853233337402,0.489034011960029,2.72289562225342,0.307841688394547,1.50513464212418,2.68502235412598,1.62564778327942,7.62326622009277,10,0.899970710277556,1.94542753696442,3.13609921932221,1.95850628614425,0.63782674074173,6.83462476730347,10,1.07871985435485,10,6.8059606552124,5.68096804618835,0.648787885904313,7.06550884246827,0.7822744846344,2.16210901737213,10,3.34028601646423,10,1.79864501953125,0.470588235294118,8170.88863179302,30,2,0.334,1
"Apraclonidine",244.028251754,1.65616274966667,3,4,62.44,0,2,1,63.7892,0.409,0,0,1,0.0623733922839165,2.74101376533508,1.22963869571686,5.41671943664551,10,0.255605459213257,8.15998554229737,2.60216164588928,1.22844254970551,2.23934173583984,1.23677492141724,1.25160771608353,6.01798009872437,1.04881238937378,4.60031342506409,10,10,0.913578510284424,0.997452557086945,5.04452586174011,4.62803292274475,9.75853061676024,7.43222904205322,2.9419002532959,10,10,5.55162382125854,10,4.16848421096802,5.42255020141602,0.516666666666667,2815.51799259056,20,2,0.338,1
"Methyldopa",211.084457909,-1.35948031661545,4,5,103.78,0,1,3,53.7914,2.26,0,1,1,0.0623733922839165,2.74101376533508,1.22963869571686,5.41671943664551,10,0.255605459213257,8.15998554229737,2.60216164588928,0.515974223613739,2.23934173583984,1.23677492141724,1.25160771608353,6.01798009872437,1.04881238937378,4.60031342506409,10,10,0.913578510284424,0.997452557086945,5.04452586174011,4.62803292274475,9.75853061676024,0.326055407524109,2.9419002532959,10,10,5.55162382125854,10,4.16848421096802,5.42255020141602,0.516666666666667,2815.51799259056,20,1,0.568,0
"Azelastine",381.160790112,4.04126346133333,0,3,35.91,0,4,3,110.5154,0.0092,0,0,0,0.0157156065106392,3.65049242973328,0.821691572666168,0.468008607625962,2.63411927223206,0.206760287284851,4.43989658355713,3.86096787452698,0.277704060077667,1.86660015583038,1.18233644962311,0.49661885201931,0.802930653095245,0.22136789560318,1.70613306760788,0.12506876885891,2.75089883804321,0.407100766897202,0.269276529550552,2.13817012310028,1.1683464050293,0.453772112727165,0.050176028162241,2.2411761879921,1.7072057723999,2.0948315858841,2.01886439323425,2.54742860794067,1.58886682987213,0.826448142528534,0.392156862745098,0,0,2,0.435,0
"Ezetimibe",409.148949953,4.55912792833333,2,3,60.77,0,4,6,108.8617,0.00846,0,0,1,10,10,2.03975319862366,4.86439657211304,10,1.47485733032227,10,5.24188613891602,1.97434723377228,10,2.67047691345215,10,6.23429656028748,5.64270639419555,4.92278075218201,10,10,6.74152612686157,10,10,10,10,10,5.43494176864624,4.99454355239868,10,7.74112510681152,6.3043761253357,10,10,0.4796573875803,364.887627072914,10,2,0.435,0
"Dipyridamole",504.317251808,1.806389258,4,12,145.44,0,4,12,142.7794,0.922,1,1,1,5.72135019302368,4.86571002006531,8.27920246124268,10,8.89361381530762,5.08797168731689,5.90266561508179,10,4.46566247940063,7.69249248504639,10,2.35396027565002,7.63650465011597,2.67299723625183,5.8341052532196,4.3688817024231,7.62841439247132,10,3.87512743473053,7.92660760879516,10,10,1.29320627450943,9.19809055328369,2.12318444252014,6.14053273200989,5.84140539169312,8.61877822875977,4.78129816055298,6.40662240982056,0.506666666666667,1275.00209702589,14,4,0.716,0
"Ethinyl Estradiol",296.177630012,3.897353088,2,2,40.46,0,4,0,87.3745,0.00677,0,0,1,0.0589043572545052,0.226209901273251,0.131807073950768,1.19839429855347,0.843457221984863,0.241446048021317,0.709412068128586,0.832736253738403,0.219112232327461,0.642335712909698,0.181783482432365,0.335101813077927,0.930546700954437,2.72337627410889,10,0.155825898051262,10,0.150477930903435,0.527429178357124,10,1.67957711219788,0.555809438228608,10,10,2.84999847412109,2.84843933582306,0.971309423446655,10,10,0.246239960193634,0.410852713178295,1307522.3643883,656,2,0.282,0
"Lomefloxacin",351.139447899,-0.389775894333776,2,6,72.88,0,3,3,90.112,0.106,0,0,1,0.832667291164398,2.898108959198,0.0519454516470432,10,0.338461637496948,0.0452685952186584,0.232902429997921,0.205790728330612,0.157298818230629,1.15861546993256,0.82545918226242,0.281202554702758,0.299000293016433,0.0676195286214352,0.170647189021111,0.104524187743664,3.18607914447785,0.887116849422455,0.894613415002823,4.51282739639282,0.34113697707653,2.29606485366821,0.154950223863125,0.16980380564928,0.122039489448071,0.389409646391868,0.346370905637741,0.123274765908718,4.3239803314209,1.42528057098389,0.386986301369863,13574.6091645362,80,2,0.435,0
"Cyclopentolate",291.183443671,2.31621838566667,1,3,49.77,0,2,7,82.8058,1.5,0,0,1,0,0.561547219753265,8.41285133361816,0.0963165275752545,0.0114965038374066,0,0.0246242005378008,0.0101203778758645,0.0262791067361832,1.19683969020844,0.0705680549144745,0.0680238790810108,0.0898524150252343,0.0162417013198137,0.0418682117015124,0.0675575360655785,0.0146994525566697,0.323356717824936,0.033154683187604,0.334567934274673,10,0,0,0.06063487008214,0.00744293490424752,0.690105140209198,0.0265203285962343,0.0791551098227501,0.221445232629776,4.81108999252319,0.477664399092971,1128.50469871051,12,1,0.217,0
"Physostigmine",275.163376931,2.23253307333333,1,3,44.81,0,3,2,78.3968,0.992,0,0,1,0.732271254062653,0.2113536298275,10,3.6162074804306,0.461096584796906,7.81992101669312,0.364881619811058,0.302383691072464,0.525769650936127,1.52526533603668,0.886162221431732,1.86537915468216,0.766010880470276,5.35457396507263,2.24391269683838,1.13494598865509,1.18648725748062,0.504009544849396,0.459137335419655,3.53918302059173,4.21928811073303,2.05280709266663,0.928801149129868,1.68963831663131,2.20132446289062,0.871683776378631,0.510498821735382,1.51731657981873,4.15642833709717,3.47396659851074,0.477664399092971,51784.0228675716,20,2,0.435,0
"Isotretinoin",300.20893014,5.014367711,1,2,37.3,0,1,5,97.7908,0.00477,1,0,0,10,10,2.48616409301758,10,10,9.07443332672119,10,10,5.50406312942505,10,7.9012041091919,8.95715808868408,10,10,10,3.59109425544739,10,7.70350790023804,8.66317558288574,10,10,10,10,10,10,10,10,10,10,10,0.432098765432099,113800.697489801,222,2,0.435,0
"Dimenhydrinate",469.188067494,3.651907262,1,1,13.67,0,4,6,90.9439,0.00125,0,0,0,0.0157156065106392,3.65049242973328,0.821691572666168,0.468008607625962,2.63411927223206,0.206760287284851,4.43989658355713,3.86096787452698,0.277704060077667,1.86660015583038,1.18233644962311,0.49661885201931,0.802930653095245,0.22136789560318,1.70613306760788,0.12506876885891,2.75089883804321,0.407100766897202,0.269276529550552,2.13817012310028,1.1683464050293,0.453772112727165,0.050176028162241,2.2411761879921,1.7072057723999,2.0948315858841,2.01886439323425,2.54742860794067,1.58886682987213,0.826448142528534,0.392156862745098,0,0,1,0.622,1
"Dopamine",153.078978601,0.0295502387965537,3,3,66.48,0,1,2,43.2482,7.43,0,1,1,0.123829908668995,0.40810053050518,1.91126656532288,2.47772061824798,0.534970939159393,0.26058641076088,1.2786889076233,0.647997558116913,0.165632426738739,0.76998120546341,0.822840869426727,1.23010259866714,1.00361144542694,10,1.32309240102768,1.17326474189758,1.21620458364487,0.49860492348671,1.37914049625397,0.623452663421631,1.43420243263244,0.701427638530731,10,1.08850371837616,2.30826163291931,0.764767497777939,1.02142035961151,1.17901992797852,0.741835296154022,6.04128122329712,0.511627906976744,47272.597854723,40,7,0.494,1
"Oxaprozin",293.105193351,3.46336685166667,1,3,63.33,0,3,5,81.8793,0.0325,0,0,1,6.10240507125854,10,0.820853233337402,0.489034011960029,2.72289562225342,0.307841688394547,1.50513464212418,2.68502235412598,1.62564778327942,7.62326622009277,10,0.899970710277556,1.94542753696442,3.13609921932221,1.95850628614425,0.63782674074173,6.83462476730347,10,1.07871985435485,10,6.8059606552124,5.68096804618835,0.648787885904313,7.06550884246827,0.7822744846344,2.16210901737213,10,3.34028601646423,10,1.79864501953125,0.470588235294118,8170.88863179302,30,2,0.435,0
"Methyl aminolevulinate",145.073893223,-0.847093231333333,1,3,69.39,0,0,5,35.2169,220,0,1,1,10,0.0381239634007215,1.31084203720093,1.13786488771439,0.747929036617279,0.044621542096138,1.02947872877121,1.0610271692276,0.281719893217087,2.89258718490601,0.21829380095005,0.606708139181138,0.468464195728302,0.358259931206703,0.195492953062057,0.292490899562836,0.282588496804237,0.275244474411011,1.268709897995,0.360054641962052,0.64981746673584,3.91375398635864,0.328853696584702,0.481190592050552,0.256411492824554,0.377427220344544,0.330371677875519,0.438021749258041,0.349620342254639,0.925279319286346,0.377358490566038,4627.03318866802,26,1,0.511,0
"Azathioprine",277.038193193,1.17314395766667,1,6,118.1,0,3,3,70.9462,1.07,0,0,1,7.13308620452881,10,10,10,8.65479183197021,6.30263948440552,8.70026922225953,9.21063423156738,8.25497150421143,9.50516986846924,8.21532821655273,10,10,10,8.45261287689209,10,8.80356693267823,10,10,8.61202812194825,9.58230972290039,10,6.92188000679016,10,10,9.89842557907104,8.36067771911621,9.99187088012695,9.31331729888916,10,0.333333333333333,415.746170092716,12,1,0.664,0
