"","MolecularWeight","XLogP","HydrogenBondDonorCount","HydrogenBondAcceptorCount","PolarSurfaceArea","FormalCharge","NumRings","RotatableBondCount","Refractivity","XLogP","Ro5","Ghose","Veber","Blood","Skin","Brain","Testis","AdiposeTissue","Muscle","Nerve","BloodVessel","Heart","Lung","Esophagus","Kidney","Thyroid","Pituitary","Uterus","Pancreas","Vagina","Stomach","AdrenalGland","Colon","Prostate","Spleen","Liver","FallopianTube","Ovary","Breast","Bladder","CervixUteri","SmallIntestine","SalivaryGland","lossFreq","maxBtwn","maxDegree","nTargets","wQED","response"
"Fluoxetine",309.134048818,4.17321954333333,1,2,21.26,0,2,7,80.3675,0.0017,0,0,0,0.0842119008302689,0.103767856955528,0.0676128789782524,0.303860783576965,0.111081816256046,0.033454030752182,0.286698222160339,0.0624394118785858,0.0429571680724621,10,0.184468820691109,0.110948335379362,0.129352517426014,0.0563173647969961,0.045958710834384,0.118998996913433,0.151783697307109,0.0370126031339169,0.0375827476382256,0.116031751036644,0.0638816319406033,0.107961647212506,0.0218155542388558,0.14973159134388,0.0378248915076256,0.092856802046299,0.0793777033686638,0.0739469900727272,1.80216777324677,0.104218438267708,0.431952662721893,777.319004858412,8,1,0.168,0
"Methohexital",262.131742452,2.28678332066667,1,3,66.48,0,1,5,71.5071,0.0524,0,0,1,0.00530689535662532,0,10,0.0934629887342453,0.0052370959892869,0.00353689794428647,0,0,0.00454683834686875,0.00943908840417862,0,0.00617475318722427,0.00671721412800253,0.0465788636356592,0,0,0,0.0598098188638687,0,0,0.0119405472651124,0.00698922318406403,0,0,0,0,0,0,0,0,0.288135593220339,8267.84453297287,28,1,0.53,0
"Duloxetine",297.118734925,4.19772919133333,1,2,21.26,0,3,6,87.7339,0.00296,0,0,0,0.0842119008302689,0.103767856955528,0.0676128789782524,2.97342455387115,0.268325090408325,0.033454030752182,0.286698222160339,0.0624394118785858,0.0429571680724621,10,0.184468820691109,0.125818699598312,0.60743322968483,0.0709465965628624,0.273122444748878,0.118998996913433,0.179831929504871,0.0524829551577568,0.119057722389698,0.116031751036644,0.165628924965858,0.107961647212506,0.0223875576630235,0.182832680642605,0.520193994045258,0.355366110801697,0.108225472271442,0.293606579303741,1.80216777324677,0.104218438267708,0.438271604938272,899.309724661953,16,3,0.289,0
"Chlorpromazine",318.095747015,4.53500024233333,0,2,6.48,0,3,4,93.7563,0.00417,0,0,0,0.0157156065106392,3.65049242973328,1.91126656532288,0.774569302797317,2.63411927223206,0.206760287284851,4.43989658355713,7.03880023956299,1.22844254970551,3.40180540084839,1.18233644962311,1.02630242705345,1.49941474199295,10,1.70613306760788,0.168252170085907,2.75089883804321,0.484036594629288,1.18637484312057,2.13817012310028,1.1683464050293,7.96225595474243,7.43222904205322,3.19249641895295,1.7072057723999,2.0948315858841,2.01886439323425,2.54742860794067,1.58886682987213,6.04128122329712,0.495495495495495,47272.597854723,40,7,0.489,0
"Gallamine Triethiodide",891.176873061,-7.71957267141524,0,3,27.69,0,1,21,189.9831,4.65e-06,1,1,1,0.732271254062653,0.2113536298275,10,3.6162074804306,0.461096584796906,7.81992101669312,0.364881619811058,0.302383691072464,6.764817237854,1.52526533603668,0.886162221431732,1.86537915468216,0.766010880470276,5.35457396507263,2.24391269683838,1.13494598865509,1.18648725748062,0.504009544849396,0.459137335419655,3.63066029548645,6.24004626274109,2.05280709266663,0.928801149129868,1.68963831663131,2.20132446289062,0.871683776378631,4.94029569625854,1.51731657981873,4.15642833709717,3.47396659851074,0.202127659574468,51784.0228675716,22,2,0.435,0
"Brimonidine",291.011957992,1.37158453033333,2,5,62.2,0,3,1,68.4944,0.154,0,0,1,0.0623733922839165,2.74101376533508,2.53534317016602,5.41671943664551,10,2.284672498703,8.15998554229737,10,2.89198708534241,2.63530588150024,1.74661874771118,10,6.01798009872437,3.13780641555786,10,10,10,1.23732757568359,1.43022119998932,5.04452586174011,10,10,2.87307333946228,10,10,10,5.55162382125854,10,4.16848421096802,5.42255020141602,0.55625,2815.51799259056,20,3,0.172,0
"Pefloxacin",333.148869726,0.87681256768945,1,6,64.09,0,3,3,90.7715,1.23,0,0,1,0.832667291164398,2.898108959198,0.0519454516470432,10,0.338461637496948,0.0452685952186584,0.232902429997921,0.205790728330612,0.157298818230629,1.15861546993256,0.82545918226242,0.281202554702758,0.299000293016433,0.0676195286214352,0.170647189021111,0.104524187743664,3.18607914447785,0.887116849422455,0.894613415002823,4.51282739639282,0.34113697707653,2.29606485366821,0.154950223863125,0.16980380564928,0.122039489448071,0.389409646391868,0.346370905637741,0.123274765908718,4.3239803314209,1.42528057098389,0.386986301369863,13574.6091645362,80,2,0.435,0
"Sotalol",272.119463206,-0.395064002710831,3,4,78.43,0,1,5,71.1191,0.782,0,0,1,2.3621232509613,5.37609219551086,5.89729404449463,10,10,2.87335348129272,3.39462804794312,1.30953574180603,10,10,4.53918027877808,0.481972917914391,1.2767823934555,10,10,0.717420101165771,8.28708910942077,2.79736661911011,0.878675490617752,7.74127793312073,6.67465567588806,6.51806712150574,2.61873698234558,5.58949494361877,2.1300094127655,10,5.34640407562256,3.50074148178101,2.83666038513184,5.83173942565918,0.457627118644068,89139.8620532447,74,3,0.258,0
"Miglitol",207.110672659,-3.19279725766667,5,6,104.39,0,1,3,48.1614,610,0,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.466331658291457,16.9250401095735,6,2,0.644,1
"Fosinopril",563.301189343,5.4858,1,5,110.21,0,3,15,149.1196,0.00101,1,1,1,0.0738180503249168,1.01288914680481,0.509360015392303,1.40536952018738,2.4936351776123,0.281444042921066,0.769924193620682,0.463265717029572,0.652296543121338,6.12260913848877,0.764330089092255,1.16603854298592,2.92237687110901,2.14332038164139,1.0772819519043,0.570030272006989,0.83584600687027,0.899882435798645,0.985796779394148,2.30830562114715,1.30743533372879,0.511285901069641,0.0945710204541683,0.532468169927597,0.414817899465561,1.88545554876327,0.780115008354187,1.23414468765259,10,1.89040327072144,0.574117647058824,370.08476391071,8,2,0.435,0
"Zidovudine",267.096753929,-0.298709158333333,2,6,108.3,0,2,3,61.7045,16.3,0,0,1,0.0283917579799891,0.00378491298761219,0.0240143425762653,1.41087615489959,0,0,0,0,0,0.00454407790675759,0.00999397598206997,0,0,0,0,0,0.0101143005304039,0.0939473137259483,0,0.4004957228899,0.00779546773992479,0.212996184825897,0,0.0127017800696194,0,0.00241873133927584,0,0.00518096657469869,0.521985054016113,0.0538563281297684,0.269230769230769,57509.6311164649,146,1,0.551,0
"Phenindione",222.068079564,2.88090526466667,0,2,34.14,0,3,1,65.2335,0.023,0,0,0,0.238178446888924,0.536906898021698,0.275855094194412,0.318254053592682,0.326446503400803,0.067416213452816,0.452121585607529,0.50591629743576,0.140974327921867,0.435193181037903,0.250698000192642,0.357962995767593,0.315011754631996,0.537360429763794,0.389929056167603,0.391856014728546,0.355813235044479,0.293412387371063,0.285009190440177,0.29072792828083,0.282972574234008,0.368950992822647,0.988317042589187,0.426424518227577,0.430045932531357,0.356780618429184,0.478249341249466,0.500221908092499,0.492640465497971,0.357383668422699,0.509803921568627,0,0,2,0.435,0
"Flutamide",276.072176843,3.27231097966667,1,3,74.92,0,1,4,63.4208,0.00566,0,0,1,3.05432367324829,10,1.13426196575165,3.12999165058136,10,1.94394493103027,10,8.11520767211914,3.5985050201416,10,6.4206485748291,2.27036070823669,10,1.42668002843857,9.2317533493042,2.42136168479919,10,6.64232635498047,8.67858934402465,5.37205481529236,9.98084163665771,6.39533925056458,8.38041591644287,9.73648643493654,6.11490774154663,10,10,10,8.14271259307861,8.46962261199951,0.597701149425287,938299.325316589,488,2,0.322,0
"Tolmetin",257.105193351,2.72733095766667,1,3,59.3,0,2,4,72.3928,0.131,0,0,1,6.10240507125854,10,0.820853233337402,0.489034011960029,2.72289562225342,0.307841688394547,1.50513464212418,2.68502235412598,1.62564778327942,7.62326622009277,10,0.899970710277556,1.94542753696442,3.13609921932221,1.95850628614425,0.63782674074173,6.83462476730347,10,1.07871985435485,10,6.8059606552124,5.68096804618835,0.648787885904313,7.06550884246827,0.7822744846344,2.16210901737213,10,3.34028601646423,10,1.79864501953125,0.470588235294118,8170.88863179302,30,2,0.435,0
"Cimetidine",252.115715232,-0.109356106666667,3,5,88.89,0,1,5,70.3171,0.816,0,0,1,10,0.0450383629649878,0.325259745121002,0.221022315323353,0.776055335998535,0.044881884008646,0.470182955265045,0.745898246765137,1.8218446969986,1.01873791217804,0.155532941222191,0.202703103423119,0.253450952470303,0.126850128173828,0.244452260434627,0.052632562816143,0.20848797261715,2.40590453147888,0.153050556778908,0.10348879173398,0.439286395907402,1.39695554971695,0.0594232957810163,0.489713564515114,0.104441940784454,0.39355780184269,0.275490283966064,0.366007030010223,0.198955088853836,0.174687117338181,0.314285714285714,0,2,1,0.768,0
"Haloperidol",375.140134897,3.66111380066667,1,3,40.54,0,3,6,102.5919,0.00446,0,0,1,0.00785051845014095,0.0784394182264805,1.91126656532288,0.897168219089508,0.164166629314423,0.120648145675659,1.24304395914078,1.69810593128204,0.0174489971250296,0.293754935264587,0.107775330543518,0.0505903251469136,0.11531138420105,10,0.304680526256561,0.0430054441094398,0.477318853139877,0.0784101635217667,0.166386596858501,0.101115141063928,0.539827048778534,0.0605549179017544,0.101497262716293,0.394031301140785,0.0762749090790749,0.688240379095078,0.529358446598053,0.280257523059845,0.17832139134407,6.04128122329712,0.394230769230769,72225.0238421342,90,5,0.217,0
"Levallorphan",283.193614427,3.75536730179138,1,2,23.47,0,4,2,87.2436,0.0252,0,0,0,0,0,0.0400498174130917,1.15192675590515,0,0,0,0,0,0,0,0,0,0.00949178449809551,0,0,0,0,0,0,0,0,0,0.00252236030064523,0,0,0,0,0,0,0.671052631578947,7996.63688473355,32,1,0.168,0
"Triflupromazine",352.122103923,4.80880404766667,0,2,6.48,0,3,5,94.9252,0.0018,0,0,0,0.00785051845014095,0.561547219753265,8.41285133361816,0.774569302797317,0.275103569030762,0.120648145675659,1.24304395914078,0.665104269981384,6.764817237854,1.19683969020844,0.546805560588837,0.6444351375103,1.54726529121399,10,6.31377220153809,0.0675575360655785,0.371684849262238,0.323356717824936,6.35220837593079,3.63066029548645,10,0.134886853396892,0.188318863511086,1.2324252128601,0.295374751091003,0.690105140209198,4.94029569625854,1.8631671667099,0.221445232629776,6.04128122329712,0.394230769230769,47272.597854723,40,5,0.498,0
"Dextrothyroxine",776.686681525,3.72730706515079,3,4,92.78,0,2,5,126.788,0.00898,1,1,1,1.81361675262451,10,10,6.37204957008361,10,10,10,10,10,10,10,9.45511865615845,10,10,10,6.38133001327515,10,10,10,10,10,9.6985411643982,3.1680234670639,10,10,10,10,10,10,9.2127571105957,0.482758620689655,94034.3039005845,124,3,0.602,1
"Acetyldigitoxin",806.44525682,4.03861714933333,4,12,188.9,0,8,9,200.8688,0.0123,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.352112676056338,55774.7557586301,602,1,0.788,0
"Dextromethorphan",271.193614429,3.49377435066667,0,2,12.47,0,4,1,82.5632,0.00851,0,0,0,7.36339998245239,10,10,10,10,4.79901027679443,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.431952662721893,777.319004858412,12,4,0.229,0
"Anisotropine Methylbromide",361.16164192,-0.665853755805079,0,1,26.3,0,2,7,93.2643,9.67e-05,0,1,0,0.0090686148032546,0.561547219753265,8.41285133361816,0.393198236823082,0.016020342707634,0,0.0246242005378008,0.0308653824031353,6.764817237854,1.19683969020844,0.476170390844345,0.132184702903032,0.162137411534787,0.0622704979032278,0.0955363661050797,0.493829697370529,0.0818163864314556,0.513489544391632,0.033154683187604,3.63066029548645,10,0.100604671984911,0.130754955112935,0.167142754420638,0.225144267082214,0.690105140209198,4.94029569625854,0.171207889914513,0.286769807338715,4.81108999252319,0.23841059602649,23664.9424901665,22,3,0.552,0
"Albendazole",265.088497429,3.204525031,2,3,67.01,0,2,5,73.0091,0.0228,0,0,1,10,10,10,10,10,4.28741312026978,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4.67421674728394,10,10,10,10,10,10,10,0.25,152937.283383666,312,1,0.304,1
"Trandolapril",430.246772208,1.94735879429161,2,5,95.94,0,3,10,115.7878,0.0207,0,0,1,0.0738180503249168,1.01288914680481,0.509360015392303,1.40536952018738,2.4936351776123,0.281444042921066,0.769924193620682,0.463265717029572,0.652296543121338,6.12260913848877,0.764330089092255,1.16603854298592,2.92237687110901,2.14332038164139,1.0772819519043,0.570030272006989,0.83584600687027,0.899882435798645,0.985796779394148,2.30830562114715,1.30743533372879,0.511285901069641,0.0945710204541683,0.532468169927597,0.414817899465561,1.88545554876327,0.780115008354187,1.23414468765259,10,1.89040327072144,0.574117647058824,370.08476391071,8,1,0.454,1
"Carteolol",292.178692644,1.418168877,3,4,70.59,0,2,6,83.1416,0.421,0,0,1,2.3621232509613,5.37609219551086,2.66193819046021,0.497891709208488,10,2.87335348129272,3.39462804794312,1.30953574180603,9.2832317352295,10,4.53918027877808,0.481972917914391,1.2767823934555,0.250214859843254,1.98963850736618,0.385957449674606,8.28708910942077,2.47661280632019,0.441770941019058,1.40235507488251,4.42011737823487,6.51806712150574,2.61873698234558,2.31984293460846,0.295605152845383,10,2.25121188163757,3.50074148178101,2.7354109287262,5.83173942565918,0.457627118644068,89139.8620532447,74,2,0.435,0
"Metolazone",365.06008979,2.94358053566667,2,4,92.5,0,3,2,94.5879,0.0407,0,0,1,0.0216123536229134,0,0.0218606535345316,0.0812247097492218,0,0,0.00623208237811924,0,0,0.0179034825414419,0.00685916794463992,10,0.0132474089041352,0.0102909654378891,0.00594754400663078,0.0527963191270828,0.00819194782525301,0.0525835938751698,0,0.0160068892873824,0.0598040372133255,0.343191996216774,0.00729785813018679,0.0165106006897986,0.0164621379226446,0.0130341346375644,0.0330928117036819,0.00900761410593987,0.0525529012084007,0.0517831854522228,0.493055555555556,385.740465761345,6,2,0.435,0
"Cinchocaine",343.225977187,3.698162542,1,4,54.46,0,2,10,102.121,0.0389,0,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.544354838709677,1274114.41087933,614,3,0.333,0
"Cefdinir",395.035809931,-1.66898809859055,4,8,158.21,0,3,5,94.3449,0.0878,0,1,1,2.83057999610901,0.0174764432013035,0.536050617694855,0.482007533311844,0.127941220998764,0.249192744493484,0.0533466450870037,0.0803798660635948,0.137693986296654,1.97916865348816,0.0756974518299103,0.158525668084621,0.171033956110478,1.30807435512543,0.0440859012305737,0.0460095927119255,0.0385145917534828,0.071850910782814,0.0819790661334991,0.0575916487723589,0.148492738604546,6.76286435127258,0.286702409386635,0.180213324725628,0.038318008184433,0.190821550786495,0.0983609110116959,0.0357423722743988,0.110407434403896,0.257933676242828,0.521276595744681,8342.96953680255,82,1,0.765,0
"Guanidine",59.048347175,-1.236839015,3,3,75.89,0,0,0,25.8588,11.5,0,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.613207547169811,404986.390101306,436,4,0.775,0
"Nortriptyline",263.167399677,4.42648697766667,1,1,12.03,0,3,3,96.2125,0.000874,0,0,0,0.0842119008302689,3.65049242973328,8.41285133361816,5.9803876876831,2.63411927223206,0.206760287284851,4.43989658355713,3.86096787452698,6.764817237854,10,1.18233644962311,0.49661885201931,0.802930653095245,1.1467337012291,1.9931126832962,0.493829697370529,2.75089883804321,0.513489544391632,0.305833369493484,3.63066029548645,10,4.86990714073181,7.43222904205322,2.2411761879921,1.7072057723999,2.0948315858841,4.94029569625854,5.4408802986145,2.16558861732483,4.81108999252319,0.546511627906977,29748.1104816449,30,2,0.435,0
"Amoxapine",313.098189856,3.07755449466667,1,3,36.86,0,4,0,89.8164,0.171,0,0,0,0.0842119008302689,2.74101376533508,10,5.41671943664551,10,0.255605459213257,8.15998554229737,2.60216164588928,1.22844254970551,10,1.23677492141724,1.25160771608353,6.01798009872437,10,4.60031342506409,10,10,0.913578510284424,0.997452557086945,5.04452586174011,10,9.75853061676024,7.43222904205322,2.9419002532959,10,10,5.55162382125854,10,4.16848421096802,6.04128122329712,0.516666666666667,47272.597854723,40,2,0.435,0
"Fluorouracil",130.017855555,-0.65584809,2,2,58.2,0,1,0,26.1722,5.86,0,1,1,4.46774625778198,10,3.35583400726318,10,2.42325329780579,0.495607256889343,2.5545619726181,2.70100688934326,1.44377243518829,4.94026851654053,4.98864698410034,6.84385275840759,4.1037826538086,3.76585435867309,2.75144255161285,3.05695033073425,6.51611542701722,3.61662316322327,4.08077239990235,10,5.00479984283447,10,2.10768842697144,2.24457436800003,3.06764507293701,4.03315854072571,3.34115982055664,3.67220163345337,9.63755702972412,7.71872901916504,0.536585365853659,0,2,1,0.507,0
"Pyridostigmine",181.09770267,-3.46672739880508,0,1,33.42,1,1,2,49.659,1.04,0,1,0,0.732271254062653,1.06814074516296,10,3.6162074804306,0.614776730537415,7.81992101669312,0.389408782124519,0.333128482103348,0.735573649406433,3.62605237960815,5.88380718231201,1.86537915468216,0.766010880470276,5.35457396507263,6.59900760650634,1.13494598865509,1.76438909769058,0.504009544849396,0.686827510595321,4.31208348274231,4.21928811073303,2.05280709266663,10,10,2.20132446289062,1.12423181533813,1.97034335136414,6.33323574066162,4.15642833709717,3.47396659851074,0.565445026178011,51784.0228675716,20,2,0.556,0
"Adinazolam",351.125073308,2.2407,0,4,46.31,0,4,3,112.308,0.0672,0,0,1,0.451645076274872,10,10,5.31765294075012,10,0.953707158565521,10,8.73985195159912,7.61603116989136,10,8.16961765289307,4.78230810165405,10,10,10,7.05588054656982,10,2.43911790847778,3.30552124977112,7.01413607597351,10,9.46431636810302,2.25188815593719,9.87030696868897,6.17726993560791,10,10,10,10,10,0.561151079136691,93335.0377589151,584,16,0.272,0
"Desoximetasone",376.204987621,2.35104107266667,2,4,74.6,0,4,2,101.1699,0.031,0,0,1,6.51916551589966,9.52912759780884,5.49671363830566,4.09500026702881,10,10,10,9.42045974731445,4.36838817596436,9.54195880889893,6.61841154098511,2.70279932022095,8.64496231079102,8.87772512435913,6.92344951629638,2.97645568847656,7.94568109512329,4.70953559875488,3.02599465847015,3.70062863826751,6.54469776153564,5.59508466720581,4.75985527038574,6.58644819259644,5.09590721130371,10,6.73441171646118,7.2821159362793,5.53861808776855,5.74537658691406,0.350282485875706,256392.74781158,268,1,0.225,0
"Azelaic Acid",188.104859,1.82436035766667,2,4,74.6,0,0,8,46.542,2.28,0,0,1,0,0.633729964494705,0.0141937211155891,2.07790744304657,0.0164245199412107,0.0595603473484516,0.0115493508055806,0.0254565216600895,0,0.0973615124821663,0.00724005559459329,0.0742430612444878,0.0170182604342699,0.0243393192067742,0.019236265681684,0.00776772340759635,0.961179941892623,0.0129625890403986,0.0468786098062992,0.0112708290107548,10,0.0175873460248113,10,0.168139271438122,0.0202388055622578,0.0362244341522455,0.285634249448776,0.244070678949356,0.0093469312414527,0.0890975594520569,0.621621621621622,0,4,3,0.436,0
"Propylthiouracil",170.051383642,1.20374235433333,2,1,41.13,0,1,2,48.9043,0.466,0,0,1,0.0801538676023483,0.177990943193436,0.0894383788108826,0.707933813333512,3.51718473434448,0.968002438545227,2.23524081707,0.473960280418396,1.26768958568573,0.148377493023872,1.24890577793121,0.0125780124217272,10,0.219574056565762,0.0550653170794249,0.190251529216766,0.129685878753662,0.571003496646881,0.0260135997086764,0.957135260105134,0.135282717645168,9.6985411643982,0.0144907757639885,0.263391956686974,0.0428982712328434,2.28701472282409,0.388682067394257,0.0195184964686632,1.25565421581268,1.11159372329712,0.425396825396825,0,4,1,0.351,0
