,X,MolecularWeight,XLogP,HydrogenBondDonorCount,HydrogenBondAcceptorCount,PolarSurfaceArea,FormalCharge,NumRings,RotatableBondCount,Refractivity,XLogP.1,Ro5,Ghose,Veber,Blood,Skin,Brain,Testis,AdiposeTissue,Muscle,Nerve,BloodVessel,Heart,Lung,Esophagus,Kidney,Thyroid,Pituitary,Uterus,Pancreas,Vagina,Stomach,AdrenalGland,Colon,Prostate,Spleen,Liver,FallopianTube,Ovary,Breast,Bladder,CervixUteri,SmallIntestine,SalivaryGland,lossFreq,maxBtwn,maxDegree,nTargets,wQED,response,PC1,PC2,PC3
747,Bepotastine,388.1553704,0.5525555342,1,5,62.66,0,3,8,105.0988,0.0503,0,0,1,0.01571560651,3.65049243,0.8216915727,0.4680086076,2.634119272,0.2067602873,4.439896584,3.860967875,0.2777040601,1.866600156,1.18233645,0.496618852,0.8029306531,0.2213678956,1.706133068,0.1250687689,2.750898838,0.4071007669,0.2692765296,2.138170123,1.168346405,0.4537721127,0.05017602816,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.8264481425,0.3921568627,0,0,1,0.252,0,-4.043357353,0.7822611733,0.6602646833
748,Milnacipran,246.1732133,1.421706623,1,2,46.33,0,2,5,73.8095,1.23,0,0,1,0.08421190083,0.1487036645,10,2.973424554,0.2683250904,0.03345403075,0.2866982222,0.06243941188,0.04295716807,10,0.1844688207,0.1109483354,0.1293525174,0.1747783422,0.1895107552,0.1189989969,0.1517836973,0.2908630669,0.1190577224,1.467480063,1.485829592,0.1079616472,0.02238755766,0.1497315913,0.03782489151,0.4511154145,0.1082254723,0.1039287448,1.802167773,1.314135551,0.4319526627,34771.97281,84,3,0.141,0,-4.679617282,-1.014693758,-0.5314766892
749,Clevidipine,455.0902429,4.089828298,1,4,90.93,0,2,10,113.9308,0.00267,0,0,1,0.1708863974,1.126966834,1.63635397,2.861539841,1.353960633,10,1.219742179,9.151669502,9.255744934,4.837750912,6.155385017,1.358874619,2.356701493,7.188023329,10,0.8659219742,2.311133146,1.468058348,6.290830374,4.677373886,5.331341743,2.221275806,0.7971146405,3.108591437,0.7352705002,1.211615086,6.589051723,3.262625933,1.775972843,0.5991601348,0.5435393258,40315.9423,104,4,0.602,0,-1.109670957,0.2077408834,-1.00926184
750,Ospemifene,378.1386577,5.560388661,1,2,29.46,0,3,8,121.6837,0.000526,1,0,0,0.05890435725,0.2262099013,0.131807074,1.198394299,0.843457222,0.241446048,0.7094120681,0.8327362537,0.2191122323,0.6423357129,0.1817834824,0.3351018131,0.930546701,2.723376274,10,0.1558258981,10,0.1504779309,0.5274291784,0.1377835348,1.679577112,0.5558094382,1.937414885,10,2.849998474,2.848439336,0.9713094234,10,0.2108760327,0.2462399602,0.325443787,1307522.364,656,1,0.597,0,-3.235823834,2.895050073,-0.1781229118
751,Iloperidone,426.1954856,3.221352625,0,5,64.8,0,4,8,116.6455,0.0304,0,0,1,0.1238299087,3.65049243,2.53534317,5.818140268,7.947154522,1.125585079,4.439896584,10,1.684524894,2.635305882,1.4607867,10,1.003611445,10,10,1.424544573,8.304906607,0.9852350354,1.4302212,2.138170123,10,10,7.432229042,10,2.308261633,3.946887136,2.292984486,10,2.011949539,6.041281223,0.4954954955,47272.59785,40,2,0.435,0,0.7293348896,2.323937151,-1.038114571
752,Ezogabine,303.138305,2.698082501,3,4,76.38,0,2,6,87.0164,0.0307,0,0,1,0.1677938551,0.5287221223,10,6.475295782,1.52813375,5.925145149,1.419902682,7.132217884,1.055021644,1.834632039,8.167266846,0.4471200705,1.418294251,8.7144804,7.158727407,0.9180550575,2.034761071,2.040754557,0.2524817362,4.596868515,3.757076502,0.439321816,0.1664353907,5.886812687,0.8206586242,1.863377154,4.745559692,2.649226904,1.523173571,2.335870981,0.4464285714,22307.73579,10,2,0.435,0,-1.779892425,-0.2565381669,-1.643144328
753,Ingenol Mebutate,430.2355388,2.505605261,3,5,104.06,0,4,4,117.8567,0.279,0,0,1,10,10,10,10,10,2.165676832,10,10,5.001241684,10,10,10,10,5.390024662,7.725147486,8.511302948,10,10,10,10,10,10,2.665359259,10,7.509504318,10,10,10,10,10,0.3787878788,877765.6571,436,2,0.639,0,6.184831461,-0.6427323549,0.9956143458
754,Indacaterol,392.2099928,3.263325974,4,4,81.59,0,4,6,118.1024,0.00798,0,0,1,2.362123251,5.376092196,0.9412439466,0.346510902,10,2.873353481,3.394628048,1.309535742,2.781012058,10,4.539180279,0.4819729179,1.276782393,0.2502148598,1.989638507,0.3714163899,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.2956051528,10,2.251211882,3.500741482,2.735410929,5.831739426,0.3596491228,89139.86205,74,1,0.481,0,-1.42132604,0.7402814204,2.073487872
755,Methsuximide,203.0946287,1.463009058,0,2,37.38,0,2,1,56.3486,2.13,0,0,0,0.007019225508,0.3593078405,2.011617184,0.5438597202,0.1220605373,0.01526868902,0.04338353127,0.07050681114,0.07819428295,0.1516996324,0.09069028497,0.01236588135,0.1900932491,0.1075010672,1.295796096,0.02792147733,2.796150446,0.06862770766,0.1033111401,0.08296670392,0.7009165287,0.04835531302,0.004301543813,2.29239893,3.26220417,0.5370109677,0.03256402165,4.444122791,0.1046495885,0.101794824,0.3649373882,703.1521437,6,1,0.352,0,-5.151268403,0.8121583991,-0.2367186231
756,Rotigotine,315.1656851,4.33912796,1,2,23.47,0,3,6,94.5579,0.00904,0,0,0,0.1238299087,0.4081005305,1.911266565,2.477720618,3.535314798,2.284672499,3.442311168,1.389798522,2.891987085,0.4039816558,1.746618748,1.998221219,1.201791346,10,1.470096409,0.5742605925,1.216204584,1.237327576,1.231350124,1.222004235,1.434202433,7.903616905,2.873073339,2.384837389,2.308261633,1.795093417,1.985131741,1.179019928,1.94875145,6.041281223,0.55625,47272.59785,40,7,0.19,0,-2.876285835,-0.1198820892,-0.8914279106
757,Vandetanib,474.1066669,4.54296475,1,6,59.51,0,4,6,118.6349,0.0102,0,0,1,10,10,10,3.529432893,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.4893617021,1872057.686,756,2,0.435,1,7.182899009,-0.4057034254,-0.1242361469
758,Abiraterone,349.2405646,3.965292911,1,2,33.12,0,5,1,107.3024,0.00305,0,0,0,0.191786319,0.3059304208,0.5602631569,8.106690884,0.4986591935,0.7584279776,1.303972602,0.8508610129,0.1848332286,0.3686496913,0.5325033665,4.963463783,2.827641129,0.6555945575,0.6867544055,0.5509495735,0.6602332294,0.85163486,10,0.3991128057,0.8043787777,0.734741658,1.72298044,0.9944136739,0.9433918595,0.7364949882,0.7806519866,0.809155345,0.3771173656,0.3000382185,0.5538461538,748.713007,6,2,0.435,0,-4.095970293,-0.5512737756,-1.091477431
759,Mianserin,264.1626487,3.831197652,0,2,6.48,0,4,0,84.4987,0.232,0,0,0,0.08421190083,3.65049243,1.592312932,5.416719437,10,0.2556054592,8.159985542,3.860967875,0.5159742236,10,1.236774921,1.251607716,6.017980099,1.048812389,4.600313425,10,10,0.9135785103,0.9974525571,5.044525862,4.628032923,9.758530617,0.3260554075,2.941900253,10,10,5.551623821,10,4.168484211,5.422550201,0.5576923077,13349.05266,30,6,0.282,0,0.7760956805,2.440491441,1.212962068
760,Acetylcysteine,163.0303138,-0.7113127423,3,3,66.4,0,0,3,37.6674,5.09,0,1,1,10,10,10,10,10,8.415007591,10,10,10,10,10,10,10,10,10,8.186999321,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5697674419,129055.5274,332,10,0.488,0,7.311391478,-0.6472034654,-0.3982289358
761,Icatibant,1303.660795,-7.986907359,15,23,523.72,0,7,30,332.9107,0.057,1,1,1,10,10,0.602858901,1.930568099,10,0.6967970133,10,5.241886139,1.974347234,10,2.670476913,10,6.23429656,0.8365248442,1.325586855,10,10,2.483187914,4.672331333,10,10,10,10,3.85472405,0.3383532763,10,7.741125107,5.537966251,10,10,0.45,364.8876271,10,2,0.435,0,2.8762757,-0.6339389859,2.529016764
762,Rufinamide,238.0666173,1.266597642,1,3,73.8,0,2,3,67.0702,0.642,0,0,1,0.07970029116,0.3334905654,4.139884472,4.109348297,0.625623703,0.04461196065,3.007522464,0.2211312205,0.1393063068,0.8729755878,0.372923553,0.4836514741,0.3044743389,1.588385522,0.09992841631,0.886416316,0.2763898373,0.2071611434,0.07268645242,2.121888757,0.2360054776,2.55947268,1.15797776,0.2388853803,0.1582399607,0.3160768896,0.2957074642,0.2965126336,0.7150377035,0.211070165,0.5195439739,7105.417497,30,2,0.435,0,-4.902253977,-0.4454198204,-0.6150273111
763,Alogliptin,339.1695249,1.155640152,1,5,93.67,0,3,3,104.2632,0.58,0,0,1,1.253376961,6.949012756,0.07514389604,0.6477813721,5.808351517,0.3530519009,3.302512765,0.2147503346,1.181527734,5.317162514,0.5379091501,10,0.6817183197,0.08682354912,0.9616011381,0.7543911934,1.033184141,0.6649765372,1.94280839,3.003344297,10,4.385354996,3.580456018,0.7955785096,1.510428429,4.643785715,0.4100175202,2.670410633,10,1.43121016,0.4776643991,11668.31237,32,2,0.435,0,-2.263329935,-0.4559713874,1.261559697
764,Tapentadol,221.1779644,2.958533627,1,2,23.47,0,1,5,69.5588,0.78,0,0,0,0.08421190083,0.103767857,0.8773721457,2.973424554,0.2683250904,0.03345403075,0.2866982222,0.06243941188,0.04295716807,10,0.1844688207,0.1109483354,0.1293525174,0.05891532265,0.1895107552,0.5518842936,0.1517836973,0.3273151219,0.1190577224,0.5742575526,0.1448497474,0.3090022653,0.02238755766,0.1497315913,0.03782489151,0.3553661108,0.1082254723,0.1039287448,1.802167773,1.633728981,0.6710526316,11098.77277,40,6,0.178,0,-5.067489668,-0.5053508909,0.4359094552
765,Silodosin,495.2344911,3.04673584,3,6,97.05,0,3,14,128.9196,0.0111,0,1,1,0,0.9784058928,1.075728416,0.7616291046,1.916011453,0.1736079156,2.548811913,7.03880024,1.22844255,3.401805401,0.3430373669,1.026302427,1.499414742,0.3122529984,1.993112683,0.1682521701,2.201523066,0.4840365946,1.186374843,0.47661376,2.583077073,7.962255955,7.432229042,3.192496419,1.602347612,1.393755913,1.280347109,5.440880299,0.9743039012,0.3683656752,0.5465116279,11762.58263,22,2,0.435,0,-3.297752871,1.194199023,-0.0007582151265
766,Prasugrel,373.1147924,4.307205803,0,3,46.61,0,4,6,96.8121,0.00237,0,0,1,0.2637192905,0.0732611008,5.043166161,0.07920088992,1.27858448,0.03531955183,3.01333046,0.3094745278,0.1493866444,0.8208203912,0.2779058814,0.07788329199,0.221514143,0.1344917417,0.1439031512,0.08620142192,0.2485957146,0.1738761365,0.3704713732,0.4151918143,0.2507449985,1.334503233,0.1064144298,0.3574977517,0.1150716171,0.6162759662,0.6086964011,0.3456425369,0.8805570602,0.3330740929,0.4776643991,0,2,2,0.435,0,-5.249611294,-0.1196923871,-0.3059020263
767,Eltrombopag,442.1641052,6.026236313,3,7,114.59,0,4,5,126.4827,0.0103,1,1,1,0.05486652628,0.02919619717,0.1091276556,0.6973009408,0.158443749,0.03240251541,0.1855317354,0.1065308526,0.1096670777,0.2538826466,0.09573604912,0.06927339546,0.1980130374,0.1156956516,0.1858399436,0.07995868474,0.08858525753,0.08979060501,0.05693257228,0.08119167015,0.1002319306,0.1144686192,0.01887229364,0.1281045228,0.2941727936,0.1601169482,0.1389181614,0.146533981,0.07723656297,0.06313867867,0.3514851485,22465.17936,14,1,0.596,0,-5.858877578,-0.00375660375,-0.05082136461
768,Tolvaptan,448.1553704,5.35018372,2,3,69.64,0,4,3,129.1552,0.00124,1,0,1,0.1339010447,0.2844420075,0.05610471591,0.3104922324,5.939369202,0.6289711595,2.086592555,2.706563234,1.508093596,0.5279427767,1.149712682,2.500709772,2.872579932,0.1492141262,2.735989332,0.3043456078,1.471088588,0.7399700284,9.018140793,0.6164613962,0.8966649771,0.3897202462,2.977260828,3.371583939,0.2742875516,3.439258456,1.452204704,2.021616936,1.022432804,1.188036919,0.4186046512,4692.728027,22,2,0.435,0,-3.636959626,0.7327842401,-0.1219479762
769,Regadenoson,390.1400157,-2.252042983,5,10,186.46,0,4,4,95.4784,4.85,0,1,1,0.4288431704,0.03774544038,0.1361644864,0.6800578833,0.05313453823,0.02902393416,0.07960517704,0.0547080934,0.07851676643,0.1567144245,0.07579906285,0.4291519225,0.08497320116,0.1998367906,0.1506633833,0.02723376825,0.08581097797,0.08837781847,0.05268159695,0.1065324135,0.1325010359,0.2574741393,0.611014992,0.08529188111,0.1585733443,0.08415065333,0.07121861726,0.08435665071,0.1429398954,0.04966711253,0.4193548387,2345.318284,22,2,0.435,0,-5.838216022,-0.08526288658,-0.08248613803
770,Asenapine,401.1030005,3.724606574,0,1,12.47,0,4,2,81.6499,0.0567,0,0,0,10,5.376092196,2.66193819,5.818140268,10,2.873353481,8.159985542,10,9.283231735,10,4.539180279,10,6.017980099,10,10,10,10,2.476612806,6.352208376,5.044525862,10,10,7.432229042,10,10,10,5.551623821,10,4.168484211,6.041281223,0.5576923077,89139.86205,74,19,0.435,0,4.396363141,1.669330907,-0.3253007458
771,Lacosamide,250.1317425,-0.02244160533,2,3,67.43,0,1,6,67.5675,0.465,0,0,1,0.07970029116,0.3334905654,3.832389832,4.109348297,0.6735199094,0.1531079561,3.007522464,0.5882916451,0.4182830155,0.8729755878,0.372923553,0.4836514741,0.8708404601,3.525616288,0.3821682036,0.886416316,0.2763898373,0.2423235178,0.1216324084,2.121888757,0.2360054776,2.55947268,1.15797776,0.4091039896,0.2253549546,0.5659986138,0.2957074642,0.2965126336,0.7150377035,0.211070165,0.5443548387,311.9238613,6,2,0.435,0,-4.733439294,-0.4005902752,-0.7420776765
772,Rivaroxaban,435.0655691,1.897644719,1,5,88.18,0,4,5,104.7437,0.01,0,0,1,0.04126605392,6.513112307,0.576623261,7.059941292,8.646006584,0.6552096605,5.945252657,5.535628319,2.917945862,7.343301296,2.298494577,1.821846962,3.909117818,2.471651196,7.405332327,1.188558817,10,3.233883619,3.593228698,1.458304644,5.461385727,2.000967979,10,10,10,5.203394175,4.737819672,10,3.73644805,2.835001707,0.4424778761,52277.99648,42,1,0.34,0,0.6110706449,2.751689237,0.2993437708
773,Avanafil,483.1785654,2.77881291,3,9,125.39,0,4,9,131.751,0.0297,0,1,1,0.4448932409,1.562446892,1.00884831,3.725523472,6.32443428,1.373528957,5.902665615,10,1.449667692,7.692492485,10,0.8654815257,6.609258652,1.92699194,4.250099659,3.093797684,7.628414392,2.468187809,2.328739524,7.926607609,10,1.256152809,0.3710606992,9.198090553,2.123184443,5.730087042,5.362633705,8.618778229,4.781298161,2.135089874,0.4246575342,397.9709656,8,1,0.579,0,0.2369476736,1.638849111,1.488747308
774,Alvimopan,424.2362075,0.8221535914,3,5,89.87,0,3,8,120.5593,0.00834,0,0,1,0,0,0.8773721457,1.151926756,0.05648332834,0.004911470693,0,0.01456970628,0.02002270892,0.008182709105,0,0,0.02138568647,0.05891532265,0,0,0,0.006900759879,0,0.01245510671,0.1448497474,0.007657937007,0,0.002522360301,0.007879368961,0.009061455727,0.007494734135,0,0.005416075699,0.01454380993,0.6710526316,11098.77277,40,2,0.435,0,-5.943010215,-0.1108551979,-0.1875530861
775,Temsirolimus,1029.602486,7.129959347,4,14,241.96,0,4,11,277.0665,0.00235,1,1,1,1.981466413,5.861584663,6.422432423,10,6.056996346,7.712878227,7.452227831,6.070045948,5.281524658,6.405892849,6.781961918,6.117788792,7.618876696,8.474413395,6.986742496,3.826494932,5.339693785,6.364003658,6.893230438,7.138198614,7.709730387,6.564596176,4.559212923,6.455892801,5.201941967,6.678822041,6.915325165,5.599118233,7.502036095,5.954916954,0.2762557078,145928.6012,166,2,0.435,0,2.615584444,-0.4969920315,-0.7018960992
776,Saxagliptin,315.1946771,-0.079534432,2,4,90.35,0,5,2,83.9913,2.26,0,0,1,1.253376961,6.949012756,0.07514389604,0.6477813721,5.808351517,0.3530519009,3.302512765,0.2147503346,1.181527734,5.317162514,0.5379091501,10,0.6817183197,0.08682354912,0.9616011381,0.7543911934,1.033184141,0.6649765372,1.94280839,3.003344297,10,4.385354996,3.580456018,0.7955785096,1.510428429,4.643785715,0.4100175202,2.670410633,10,1.43121016,0.4776643991,11668.31237,32,1,0.209,0,-2.263329935,-0.4559713874,1.261559697
777,Pazopanib,437.1633937,3.548707246,2,7,119.03,0,4,5,132.1813,0.0433,0,1,1,3.611743212,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.462962963,151297.2749,186,9,0.51,1,7.202403798,-0.154280247,-0.8476069506
778,Apixaban,459.1906543,1.827072246,1,5,110.76,0,5,5,126.901,0.0679,0,0,1,0.04126605392,6.513112307,0.576623261,7.059941292,8.646006584,0.6552096605,5.945252657,5.535628319,2.917945862,7.343301296,2.298494577,1.821846962,3.909117818,2.471651196,7.405332327,1.188558817,10,3.233883619,3.593228698,1.458304644,5.461385727,2.000967979,10,10,10,5.203394175,4.737819672,10,3.73644805,2.835001707,0.4424778761,52277.99648,42,1,0.508,0,0.6110706449,2.751689237,0.2993437708
779,Bosutinib,529.1647452,4.087721831,1,8,82.88,0,4,9,142.1209,0.0095,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.547659397,10,10,10,10,10,10,10,0.4827586207,1917483.805,804,2,0.435,0,7.443640972,-0.7061274974,-0.542290882
780,Dalfampridine,94.0530982,0.286413164,2,2,35.88,0,1,0,40.0884,6.73,0,1,0,0.03136364743,1.726536989,10,1.448070228,2.163654566,0.6652581692,1.214681208,3.360435486,4.496019363,1.294655561,3.730516911,0.4391538799,1.046495795,3.408173919,3.166128635,2.089816093,2.113108039,1.542994142,2.810641885,1.347414196,5.165090322,2.101608396,3.429589152,4.402866125,1.537622929,1.426393986,7.46541214,1.641852498,1.706915021,1.295656443,0.5138888889,48542.27555,32,4,0.552,0,-2.581700944,-0.1035517124,-1.048566294
781,Pasireotide,1046.501424,2.676563247,9,10,281.2,0,8,18,286.6616,0.00203,1,1,1,0.6211751103,0.4556656331,4.074103355,7.529717207,2.646581173,0.4410890639,1.472784579,0.6392389536,2.882454157,3.068930149,0.3592804968,2.188902736,1.8031106,10,1.043425381,0.938649416,0.7538239062,7.891789913,1.741468966,2.340085864,1.463438869,6.320471287,2.658749819,1.817511976,2.28471899,1.861019969,1.167672396,0.7338883877,1.866636992,0.6619673371,0.5454545455,92842.51597,20,2,0.435,0,-2.805591876,-1.125574427,-1.064570676
782,Vilazodone,441.2164751,3.715303906,2,4,102.29,0,5,7,129.7114,0.123,0,0,1,0,0,0.2064295411,0.02574040368,0,0,0,0,0,0,0,0,0,0.007801814936,0,0,0,0,0,0,0,0,0,0,0.07950174063,0,0,0,0,0,0.4776643991,29748.11048,18,2,0.435,0,-6.028922299,-0.02057617071,-0.03717964042
783,Mepyramine,285.1841124,3.043521152,0,4,28.6,0,2,7,87.7381,0.781,0,0,0,0.01571560651,3.65049243,0.8216915727,0.4680086076,2.634119272,0.2067602873,4.439896584,3.860967875,0.2777040601,1.866600156,1.18233645,0.496618852,0.8029306531,0.2213678956,1.706133068,0.1250687689,2.750898838,0.4071007669,0.2692765296,2.138170123,1.168346405,0.4537721127,0.05017602816,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.8264481425,0.3921568627,0,0,2,0.435,0,-4.043357353,0.7822611733,0.6602646833
784,Xylometazoline,244.1939488,3.775539242,1,2,24.39,0,2,3,77.8176,0.00893,0,0,0,0.06237339228,2.741013765,2.53534317,5.416719437,10,2.284672499,8.159985542,10,2.891987085,3.401805401,1.746618748,10,6.017980099,3.137806416,10,10,10,1.237327576,1.4302212,5.044525862,10,10,7.432229042,10,10,10,5.551623821,10,4.168484211,5.422550201,0.55625,11762.58263,22,2,0.435,0,2.546346653,3.222466525,-0.5772874678
785,Dabigatran etexilate,627.3169175,4.593332732,2,8,154.03,0,4,17,176.429,0.00466,1,1,1,0.02495880798,0.01272147475,0.08178260922,0.6476773918,0.01363780256,0,0.01369216526,0.1186682805,0.02837362699,0,0.05840870738,0.08216526732,0.004116541706,0.07818128541,0.04873486981,0.02325074375,0.04590846971,0.1607947946,0.02111585438,0.09067724645,0.1003631167,0.04531681165,10,0.06102332473,0.05461745337,0.02017417271,0.07814799994,0.04517228901,0.0347831957,0.0196177084,0.425,107372.099,102,2,0.435,0,-5.583157212,-0.04646885594,-0.5842339746
786,Betahistine,136.1000484,0.6324068453,1,2,24.92,0,1,3,41.3263,49.3,0,1,0,0.01571560651,3.65049243,10,1.014169455,2.634119272,0.2067602873,4.439896584,3.860967875,0.2777040601,1.866600156,1.18233645,0.496618852,0.8029306531,2.062685668,1.706133068,0.1250687689,2.750898838,0.4071007669,0.2692765296,2.138170123,1.168346405,0.4537721127,0.05017602816,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.8264481425,0.393442623,0,2,2,0.343,0,-3.619826953,0.2465411904,-0.5155863787
787,Desvenlafaxine,263.188529,2.293426606,2,3,43.7,0,2,4,78.5419,1.4,0,0,1,0.08421190083,0.103767857,0.06761287898,2.973424554,0.2683250904,0.03345403075,0.2866982222,0.06243941188,0.04295716807,10,0.1844688207,0.1109483354,0.1293525174,0.0563173648,0.1895107552,0.1189989969,0.1517836973,0.03701260313,0.1190577224,0.116031751,0.07925125584,0.1079616472,0.02238755766,0.1497315913,0.03782489151,0.3553661108,0.1082254723,0.1039287448,1.802167773,0.1042184383,0.4319526627,777.3190049,8,2,0.123,0,-5.241713,-0.3600464694,0.5302207566
788,Dexmethylphenidate,233.1415789,2.254935082,1,2,38.33,0,2,4,66.7282,0.182,0,0,0,0.08421190083,0.103767857,0.06761287898,2.973424554,0.2683250904,0.03345403075,0.2866982222,0.06243941188,0.04295716807,10,0.1844688207,0.1258186996,0.6074332297,0.07094659656,0.2731224447,0.1189989969,0.1798319295,0.05248295516,0.1190577224,0.116031751,0.165628925,0.1079616472,0.02238755766,0.1828326806,0.520193994,0.3553661108,0.1082254723,0.2936065793,1.802167773,0.1042184383,0.4382716049,899.3097247,16,2,0.435,0,-5.174313264,-0.3029396156,0.5073342355
789,Fesoterodine,411.2773441,5.698894813,1,3,49.77,0,2,11,124.0848,0.00205,1,1,1,0.06177549064,0.5615472198,8.412851334,5.980387688,0.09359034896,0.02041804418,0.1625107229,0.08125651628,6.764817238,1.19683969,0.4761703908,0.1321847029,0.1621374115,1.146733701,0.1095090806,0.4938296974,0.08181638643,0.5134895444,0.06438895129,3.630660295,10,4.869907141,0.1307549551,0.1671427544,0.2251442671,0.6901051402,4.940295696,0.1712078899,2.165588617,4.811089993,0.3666666667,23664.94249,22,5,0.605,0,-3.482170856,-1.301696614,-1.041963137
790,Isometheptene,141.1517496,2.318172513,1,1,12.03,0,0,4,47.5864,3.06,0,1,0,1.305498481,3.052100062,3.157995462,1.757405221,3.386632442,1.550373554,3.515752673,2.809069872,1.551374435,5.412709236,3.591173649,2.293737411,1.921528518,2.256370544,3.461298704,3.911991835,10,5.469656944,2.005632758,3.836916924,4.738250971,1.425735116,7.432229042,3.265321732,6.351439953,2.6016711,3.878075361,6.274841785,4.971491814,2.866327763,0.4954954955,1367.074192,20,2,0.409,0,-1.080777278,0.6754813712,0.3898603672
791,Levonordefrin,183.0895433,-0.3926740434,4,4,86.71,0,1,2,48.8745,14.6,0,0,1,0,0.1033335961,0.4173481464,2.973424554,1.03386116,0.03102187626,0.08020693064,0.2097015381,1.22844255,1.57038784,0.1088906601,0.07506737858,0.05939940736,0.01834500767,0.1895107552,0.0188895762,0.0775363259,0.1908508241,0.1190577224,0.1686669514,1.126801431,1.39191705,7.432229042,0.07876900211,0.1192094758,0.5799419284,0.1082254723,0.1841505021,0.4134443998,0.1959422678,0.4954954955,1367.074192,20,2,0.547,0,-5.19837077,-0.1383875839,-0.4832986612
792,Methacholine,160.1337538,-3.804568728,0,1,26.3,1,0,4,55.7643,0.0678,0,1,0,0.009068614803,0.009361203294,0.03127874807,0.3931982368,0.01602034271,0,0.01792171504,0.0308653824,0.003539124969,0.07188487798,0.3450344801,0.1321847029,0.1621374115,0.0622704979,0.09553636611,0.4938296974,0.03343121521,0.5134895444,0.01793273725,0.2466080338,0.1090118922,0.100604672,0.01493923832,0.05188396759,0.2251442671,0.03106697276,0.6153354645,0.01335199736,0.2867698073,0.4592987597,0.238410596,23664.94249,14,1,0.675,0,-5.82630318,-0.1047545851,0.0104005709
793,Methyltestosterone,302.2245802,3.645999966,1,2,37.3,0,4,0,89.068,0.0139,0,0,0,0.01395746693,2.770787954,0.2941032052,3.129991651,4.764630795,1.943944931,2.251020789,3.797863245,2.428492069,1.021457791,0.7402314544,1.083686352,1.957008362,1.006197065,9.231753349,0.3268194497,9.384143353,0.7970030904,0.7233160138,0.4380205423,9.980841637,0.3498943895,8.380415916,7.810228109,6.114907742,5.3550632,3.292177677,10,0.5818035603,0.9145842791,0.5977011494,938299.3253,488,1,0.258,0,-1.499577186,3.077688171,-0.3788757482
794,Naphazoline,210.1156985,2.19311695,1,2,24.39,0,3,2,65.5195,0.0381,0,0,0,0.06237339228,2.741013765,1.229638696,5.416719437,10,0.2556054592,8.159985542,2.602161646,1.22844255,2.239341736,1.236774921,1.251607716,6.017980099,1.048812389,4.600313425,10,10,0.9135785103,0.9974525571,5.044525862,4.628032923,9.758530617,7.432229042,2.941900253,10,10,5.551623821,10,4.168484211,5.422550201,0.5166666667,2815.517993,20,2,0.18,0,0.6089509682,2.548148675,0.3234713551
795,Nilvadipine,385.1273854,2.239046583,1,6,134.24,0,2,7,101.7976,0.0124,0,0,1,0.1383237541,2.796133518,6.071656227,4.340102911,5.077531815,10,3.089492679,9.151669502,9.255744934,4.837750912,8.714754105,1.358874619,5.968213558,10,10,2.019290447,2.311133146,1.90829587,6.290830374,4.719324827,5.331341743,2.221275806,1.162402272,6.591258764,6.826233387,2.695109367,7.404961586,3.262625933,3.772177458,2.046931744,0.5435393258,40315.9423,104,6,0.564,0,0.6724876167,0.4821293404,-1.500187138
796,Norelgestromin,327.2198292,3.671276388,2,3,52.82,0,4,1,95.8472,0.00605,0,0,1,0.003977465909,0.1141570471,0.1873085797,0.8534794748,0.9412500262,0.192693308,0.7528805435,4.112647057,1.349327683,0.8311958313,0.6984575987,0.3168650717,0.4943241626,0.732919693,10,0.09519140422,9.055003643,0.2685482204,0.9402059615,0.6596648097,2.13158083,0.6333678961,0.06232929043,9.337072849,6.273174286,1.780609965,1.470778465,10,0.3103258014,0.3724816144,0.5911111111,24540.78313,104,1,0.558,0,-3.043417808,3.094760133,-0.07744354738
797,Propylhexedrine,155.1673997,2.704594756,1,1,12.03,0,1,3,49.5352,0.0904,0,1,0,1.305498481,3.052100062,3.157995462,1.757405221,3.386632442,1.550373554,3.515752673,2.809069872,1.551374435,5.412709236,3.591173649,2.293737411,1.921528518,2.256370544,3.461298704,3.911991835,10,5.469656944,2.005632758,3.836916924,4.738250971,1.425735116,3.467369676,3.265321732,6.351439953,2.6016711,3.878075361,6.274841785,4.971491814,2.866327763,0.5563909774,485.1571996,14,2,0.342,0,-1.226996486,0.6736541163,0.599868444
798,Lornoxicam,370.9801249,1.991867634,2,6,99.6,0,3,2,97.0238,0.0461,0,0,1,6.102405071,10,0.8208532333,0.489034012,2.722895622,0.3078416884,1.505134642,2.685022354,1.625647783,7.62326622,10,0.8999707103,1.945427537,3.136099219,1.958506286,0.6378267407,6.834624767,10,1.078719854,10,6.805960655,5.680968046,0.6487878859,7.065508842,0.7822744846,2.162109017,10,3.340286016,10,1.79864502,0.4705882353,8170.888632,30,2,0.378,0,-0.1319703414,-1.672827063,3.586529533
